Game_id,Team,Zone,Foot,Keeper,OnTarget,Goal,Penalty_Number,Elimination,Poste
61,Nigeria,7,R,,1.0,1.0,3,0.0,A
61,South Africa,6,R,,1.0,1.0,4,0.0,M
61,Nigeria,1,R,,0.0,0.0,5,0.0,A
61,South Africa,7,R,,1.0,0.0,6,0.0,A
61,Nigeria,4,R,,1.0,1.0,7,0.0,D
61,South Africa,7,R,,1.0,1.0,8,0.0,D
61,Nigeria,6,L,,1.0,1.0,9,1.0,A
62,Senegal,6,R,,1.0,1.0,1,0.0,D
62,Côte d'Ivoire,7,L,,1.0,1.0,2,0.0,M
62,Senegal,4,R,,1.0,1.0,3,0.0,D
62,Côte d'Ivoire,9,R,,1.0,1.0,4,0.0,M
62,Senegal,4,L,,0.0,0.0,5,0.0,D
62,Côte d'Ivoire,4,R,,1.0,1.0,6,0.0,A
62,Senegal,7,R,,1.0,1.0,7,0.0,A
62,Côte d'Ivoire,1,R,,1.0,1.0,8,0.0,D
62,Senegal,5,R,,1.0,1.0,9,0.0,M
62,Côte d'Ivoire,3,R,,1.0,1.0,10,1.0,D
